LOAN_ID,MOB,InterestRate,IssuedDate,DTI,State,HomeOwnership,MonthlyIncome,EarliestCREDITLine,OpenCREDITLines,TotalCREDITLines,RevolvingCREDITBalance,RevolvingLineUtilization,Inquiries6M,AccountsDQ,DelinquentAmount,DQ2yrs,MonthsSinceDQ,PublicRec,MonthsSinceLastRec,Education,EmploymentLength,currentpolicy,term,appl_fico_band,vintage,TERM,MFMonth,target,Amount.Requested,LoanPurpose
484702,1,10.25,2/23/2010,15.27,VA,RENT,5208.33,10/16/1997,9,22,6485,37.5,2,0,0,0,48,0,,University of Virginia (UVA),4 years,1,36,720-724,10Q1,36,0010-03-01,0,14000,debt_consolidation
484764,1,15.33,2/24/2010,16.16,AZ,MORTGAGE,25000,8/10/1987,11,23,89620,76.6,0,0,0,0,999,0,,,< 1 year,1,36,690-694,10Q1,36,0010-03-01,0,25000,debt_consolidation
484771,1,9.88,2/23/2010,4.12,GA,MORTGAGE,8333.33,8/21/1991,12,25,8361,12.1,0,0,0,0,999,0,,University of Cincinnati-Main Campus,3 years,1,36,755-759,10Q1,36,0010-03-01,0,15000,debt_consolidation
484843,1,10.25,2/22/2010,23.77,TX,RENT,3833.33,7/31/1995,7,14,14685,89.8,0,0,0,0,999,0,,,5 years,1,36,715-719,10Q1,36,0010-03-01,0,7000,debt_consolidation
484859,1,10.99,2/23/2010,14.36,CA,RENT,3120,6/2/2000,6,10,4836,62.8,0,0,0,0,999,0,,"Rancho Santiago Fire Technology,Fullerton College",2 years,1,36,700-704,10Q1,36,0010-03-01,0,8000,small_business
484881,1,10.25,2/22/2010,1.85,PA,RENT,2166.67,6/24/1997,3,4,1495,49.8,0,0,0,0,999,0,,,6 years,1,36,755-759,10Q1,36,0010-04-01,0,4000,
484886,1,9.88,2/22/2010,24.64,PA,MORTGAGE,3416.67,11/7/1993,10,26,10836,63,3,0,0,0,999,0,,,< 1 year,1,36,720-724,10Q1,36,0010-03-01,0,7750,credit_card
484894,1,11.36,3/3/2010,11.07,NY,RENT,15416.67,12/16/1997,12,19,5567,20.9,0,0,0,0,53,0,,,4 years,1,36,725-729,10Q1,36,0010-04-01,0,25000,small_business
484903,1,10.25,2/22/2010,20.5,GA,RENT,3916.67,1/31/1996,8,15,8027,62.7,0,0,0,0,999,0,,Clemson University,< 1 year,1,36,700-704,10Q1,36,0010-04-01,0,3000,major_purchase
484984,1,11.36,3/25/2010,6.97,TX,RENT,2036,9/9/1994,5,13,5778,41,0,0,0,0,25,0,,Texas State University-San Marcos,< 1 year,1,36,685-689,10Q1,36,0010-05-01,0,2000,debt_consolidation
485006,1,10.25,3/15/2010,21.83,PA,MORTGAGE,10916.67,8/29/1995,12,34,61686,75.4,0,0,0,0,999,0,,,2 years,1,36,715-719,10Q1,36,0010-04-01,0,11200,car
485032,1,14.59,2/19/2010,6.33,MA,RENT,1200,12/4/2005,3,3,1578,68.6,0,0,0,0,999,0,,,1 year,1,36,685-689,10Q1,36,0010-03-01,1,5600,debt_consolidation
485035,1,9.88,2/22/2010,6.1,CO,RENT,4166.67,11/30/2000,9,17,7315,27.4,1,0,0,0,999,0,,,2 years,1,36,740-744,10Q1,36,0010-03-01,0,14000,debt_consolidation
485040,1,13.11,2/24/2010,7.98,MA,MORTGAGE,16666.67,10/13/1992,8,37,34804,79.6,0,0,0,0,999,0,,,10+ years,1,36,710-714,10Q1,36,0010-03-01,0,21600,credit_card
485051,1,13.48,3/5/2010,8.42,CT,MORTGAGE,5000,1/24/2002,13,15,14332,34,3,0,0,0,999,0,,,6 years,1,36,685-689,10Q1,36,0010-04-01,0,12000,home_improvement
485070,1,13.48,2/28/2010,6.52,MA,MORTGAGE,5000,7/7/2005,5,6,14281,65.2,0,0,0,0,999,0,,,10+ years,1,36,680-684,10Q1,36,0010-03-01,0,5000,
485072,1,9.88,2/26/2010,5.16,OH,MORTGAGE,3333.33,10/17/1997,7,13,1117,2.6,3,0,0,0,70,0,,,3 years,1,36,755-759,10Q1,36,0010-04-01,0,12000,educational
485083,1,9.88,2/25/2010,24.4,OH,RENT,3000,7/28/2001,9,17,9752,55.7,0,0,0,0,999,0,,,2 years,1,36,740-744,10Q1,36,0010-03-01,0,14500,debt_consolidation
485096,1,13.11,2/25/2010,11.88,WA,MORTGAGE,8666.67,3/5/2000,15,44,9637,46.7,0,0,0,0,33,0,,,4 years,1,36,685-689,10Q1,36,0010-03-01,0,11000,debt_consolidation
485098,1,10.99,2/25/2010,17.88,IL,RENT,4083.33,2/1/1989,12,24,5947,14,1,0,0,0,45,0,,,4 years,1,36,735-739,10Q1,36,0010-03-01,0,25000,small_business
485099,1,15.33,2/28/2010,23.55,MN,MORTGAGE,5358.33,10/7/1999,16,28,16515,46,3,0,0,0,999,0,,"University of Minnesota-Twin Cities,Buena Vista University",4 years,1,36,665-669,10Q1,36,0010-04-01,0,14000,debt_consolidation
485101,1,15.33,2/22/2010,0.64,GA,OWN,6250,9/7/1999,2,10,1161,23.7,0,0,0,0,31,0,,The University of Tennessee,5 years,1,36,675-679,10Q1,36,0010-03-01,0,12500,debt_consolidation
485111,1,10.25,2/25/2010,13.22,NJ,RENT,5416.67,9/21/2002,10,14,4137,24.6,0,0,0,0,999,0,,,2 years,1,36,755-759,10Q1,36,0010-03-01,0,20000,
485122,1,11.36,2/26/2010,5.27,CA,MORTGAGE,13389.15,6/3/1990,6,21,7351,94.2,1,0,0,0,60,0,,,3 years,1,36,705-709,10Q1,36,0010-04-01,0,8000,
485184,1,14.59,3/8/2010,7.81,NJ,RENT,5250,10/10/2004,12,15,4655,87.8,0,0,0,0,999,0,,,6 years,1,36,665-669,10Q1,36,0010-04-01,0,3000,debt_consolidation
485185,1,12.73,2/23/2010,2.51,AR,MORTGAGE,8000,10/31/2000,6,17,10051,41,1,0,0,0,999,0,,University of Arkansas at Fayetteville,4 years,1,36,695-699,10Q1,36,0010-03-01,0,12000,debt_consolidation
485205,1,10.62,2/18/2010,0.37,TX,OWN,2700,12/31/1977,4,4,55,0.2,6,0,0,0,999,0,,,n/a,1,36,805-809,10Q1,36,0010-03-01,0,3000,medical
485240,1,9.88,2/28/2010,4.95,AZ,OWN,20833.33,6/2/1997,11,23,13020,25.4,1,0,0,0,999,0,,,8 years,1,36,755-759,10Q1,36,0010-03-01,0,15000,debt_consolidation
485249,1,12.73,2/22/2010,17.28,TX,RENT,3750,7/19/2003,6,11,6292,71.5,0,0,0,0,999,0,,,< 1 year,1,36,690-694,10Q1,36,0010-03-01,0,7500,debt_consolidation
485273,1,10.99,2/22/2010,12.27,CA,RENT,5720.69,3/15/2004,3,5,5502,36.7,1,0,0,0,999,0,,,1 year,1,36,720-724,10Q1,36,0010-03-01,0,5000,major_purchase
485291,1,11.36,2/25/2010,23.1,NY,RENT,6666.67,7/31/1995,11,29,34377,58.5,0,0,0,0,999,0,,,10+ years,1,36,720-724,10Q1,36,0010-03-01,0,21000,credit_card
485293,1,11.36,2/23/2010,17.13,AZ,RENT,3666.67,11/16/2003,9,14,12430,46.6,1,0,0,0,999,0,,,1 year,1,36,695-699,10Q1,36,0010-03-01,0,8500,
485297,1,14.96,2/23/2010,8.59,MO,RENT,4250,8/7/2005,11,18,6907,92.1,0,0,0,2,21,0,,Washington University in St Louis,< 1 year,1,36,670-674,10Q1,36,0010-03-01,1,7000,major_purchase
485301,1,14.22,3/4/2010,24.82,GA,MORTGAGE,5500,10/21/1985,11,31,7649,59.3,0,0,0,0,58,0,,,5 years,1,36,700-704,10Q1,36,0010-04-01,0,5600,wedding
485310,1,13.11,2/17/2010,18.2,IL,RENT,2000,3/6/2000,2,4,1060,42.4,3,0,0,0,999,0,,,3 years,1,36,695-699,10Q1,36,0010-03-01,0,2400,debt_consolidation
485313,1,12.73,2/25/2010,12.16,FL,MORTGAGE,3083.33,2/20/1997,5,10,13871,70.1,0,0,0,0,999,0,,,10+ years,1,36,720-724,10Q1,36,0010-03-01,0,22000,debt_consolidation
485314,1,12.73,2/25/2010,21.68,FL,MORTGAGE,7916.67,8/19/1997,14,29,44135,54.2,0,0,0,0,999,0,,,9 years,1,36,700-704,10Q1,36,0010-03-01,0,15000,debt_consolidation
485334,1,14.22,2/22/2010,12.48,TX,RENT,3750,10/25/1990,4,23,4719,77.4,1,0,0,0,75,0,,"The Art Institute of Houston,The Academy of Art College, San Francisco",8 years,1,36,680-684,10Q1,36,0010-03-01,0,10000,debt_consolidation
485338,1,9.88,2/25/2010,10.6,TX,MORTGAGE,3416.67,12/8/1988,20,39,11250,17.9,2,0,0,1,18,0,,,3 years,1,36,730-734,10Q1,36,0010-04-01,0,9000,car
485350,1,12.73,2/22/2010,2.04,PA,RENT,3916.67,5/13/1999,6,12,1319,44,1,0,0,1,6,0,,"University of Pennsylvania,Villanova University",7 years,1,36,685-689,10Q1,36,0010-03-01,0,5000,debt_consolidation
485362,1,10.99,2/25/2010,16.1,CA,MORTGAGE,8000,4/16/1998,11,24,2595,32,0,0,0,0,30,0,,,1 year,1,36,710-714,10Q1,36,0010-03-01,0,10000,debt_consolidation
485374,1,13.11,2/26/2010,2.63,GA,RENT,1600,10/6/2005,13,21,1586,61,1,0,0,0,999,0,,,2 years,1,36,690-694,10Q1,36,0010-03-01,0,6000,
485412,1,12.73,2/25/2010,10.65,SC,OWN,14583.33,8/9/1999,7,50,31973,74.4,0,0,0,0,49,0,,Lander University,10+ years,1,36,715-719,10Q1,36,0010-03-01,0,24000,debt_consolidation
485462,1,14.96,2/28/2010,3.98,MI,RENT,7583.33,2/10/1999,10,20,12797,30.2,3,0,0,0,33,0,,,9 years,1,36,705-709,10Q1,36,0010-03-01,0,25000,
485471,1,11.36,2/28/2010,3.6,CA,RENT,10000,1/24/1985,13,28,9466,27.4,1,0,0,0,29,0,,Syracuse University,9 years,1,36,725-729,10Q1,36,0010-03-01,0,25000,small_business
485610,1,10.25,2/28/2010,13.66,RI,RENT,4166.67,2/2/1995,4,15,25444,42.4,1,0,0,0,999,0,,,10+ years,1,36,750-754,10Q1,36,0010-03-01,0,13000,credit_card
485624,1,10.99,2/28/2010,15.97,MT,OWN,3319,12/18/1997,5,7,15142,62.6,0,0,0,0,999,0,,,n/a,1,36,720-724,10Q1,36,0010-03-01,0,15000,debt_consolidation
485642,1,11.36,2/28/2010,24.24,FL,MORTGAGE,8177.67,12/21/1985,13,41,29618,78.1,0,0,0,0,32,0,,,10+ years,1,36,705-709,10Q1,36,0010-04-01,0,15000,
485655,1,11.36,3/3/2010,5.39,CA,RENT,14000,12/4/1994,6,9,20894,51.5,0,0,0,0,999,1,,,1 year,1,36,710-714,10Q1,36,0010-04-01,0,20000,wedding
485665,1,12.73,2/28/2010,17.12,VA,RENT,2166.67,1/24/1991,7,8,14152,71.7,0,0,0,0,999,0,,,< 1 year,1,36,690-694,10Q1,36,0010-04-01,1,9000,debt_consolidation
485666,1,12.73,2/28/2010,21.13,PA,RENT,5697.92,6/16/1998,12,35,32628,61.8,2,0,0,0,30,0,,Gwynedd Mercy College,4 years,1,36,715-719,10Q1,36,0010-03-01,0,24250,educational
485677,1,10.99,2/28/2010,17.52,MD,RENT,5000,6/11/1999,12,25,21070,32.4,0,0,0,0,999,0,,Longwood University,1 year,1,36,725-729,10Q1,36,0010-03-01,0,20000,debt_consolidation
485679,1,12.73,2/28/2010,24.67,MI,MORTGAGE,6583.33,2/18/1998,10,25,46373,76.8,0,0,0,0,999,0,,,10+ years,1,36,710-714,10Q1,36,0010-04-01,0,16000,debt_consolidation
485685,1,13.98,7/16/2010,16.88,NY,RENT,3583.33,5/2/2005,11,26,3936,51.1,2,0,0,0,999,0,,,2 years,1,60,705-709,10Q3,60,0010-08-01,1,11200,credit_card
485710,1,10.25,2/23/2010,11.59,MI,OWN,2916.67,1/7/2000,9,16,778,43.2,1,0,0,0,80,0,,,7 years,1,36,715-719,10Q1,36,0010-03-01,0,10000,debt_consolidation
485715,1,10.62,3/29/2010,10.11,CT,OWN,4333.33,8/29/2002,10,17,1373,17,0,0,0,0,38,0,,,10+ years,1,36,700-704,10Q1,36,0010-05-01,0,4000,car
485729,1,9.88,2/25/2010,20.04,MA,RENT,3083.33,7/11/1999,10,31,15460,60.6,0,0,0,0,999,0,,,< 1 year,1,36,735-739,10Q1,36,0010-03-01,0,14000,credit_card
485821,1,15.33,2/28/2010,15.92,LA,MORTGAGE,7916.67,2/27/2002,10,20,17830,78.9,0,0,0,0,70,0,,,8 years,1,36,670-674,10Q1,36,0010-04-01,0,16000,debt_consolidation
485830,1,12.73,2/23/2010,16.15,TX,MORTGAGE,6500,7/21/2003,14,23,3466,25.1,3,0,0,0,39,0,,,10+ years,1,36,695-699,10Q1,36,0010-03-01,0,10000,debt_consolidation
485833,1,19.41,2/23/2010,11.15,VA,RENT,4333.33,12/5/1994,26,36,8340,24.2,2,0,0,0,999,0,,,2 years,1,36,670-674,10Q1,36,0010-03-01,0,12800,debt_consolidation
485941,1,14.96,2/19/2010,1.79,IL,RENT,3750,10/4/2006,4,4,1298,81.1,0,0,0,0,999,0,,,10+ years,1,36,680-684,10Q1,36,0010-04-01,0,4000,
485958,1,9.88,2/22/2010,1.44,CA,RENT,9000,7/7/2000,4,14,4165,61.2,2,0,0,0,999,0,,Orange Coast College,8 years,1,36,755-759,10Q1,36,0010-03-01,0,8000,
485998,1,14.22,3/8/2010,3.8,NY,RENT,10833.33,6/13/1996,7,14,9764,93.9,0,0,0,0,27,0,,,5 years,1,36,685-689,10Q1,36,0010-04-01,0,12000,debt_consolidation
486012,1,10.99,2/18/2010,10.71,AL,OWN,2166.67,5/3/2001,8,17,8797,41.9,1,0,0,0,999,0,,,4 years,1,36,685-689,10Q1,36,0010-04-01,0,1200,home_improvement
486021,1,15.7,3/4/2010,10.36,CA,RENT,1833.33,2/11/2005,4,5,2176,53.1,1,0,0,0,999,0,,,5 years,1,36,660-664,10Q1,36,0010-04-01,0,5000,
486025,1,13.48,2/28/2010,18.91,MN,MORTGAGE,8428.17,5/29/1996,14,20,19427,51.1,2,0,0,0,999,0,,"University of North Dakota,Northwestern University",2 years,1,36,700-704,10Q1,36,0010-04-01,0,20500,credit_card
486027,1,13.48,2/22/2010,12.49,FL,MORTGAGE,12500,2/20/1992,13,57,39636,99,0,0,0,0,999,0,,,9 years,1,36,735-739,10Q1,36,0010-04-01,0,10000,debt_consolidation
486069,1,14.59,2/22/2010,12.48,VA,MORTGAGE,11083.33,12/22/1991,12,30,18159,96.6,3,0,0,0,999,0,,,8 years,1,36,690-694,10Q1,36,0010-04-01,1,12000,debt_consolidation
486095,1,13.48,2/22/2010,14.58,GA,MORTGAGE,3333.33,4/3/2001,8,13,4112,45.2,0,0,0,0,999,0,,,2 years,1,36,680-684,10Q1,36,0010-04-01,0,5800,
486101,1,14.96,2/24/2010,15.45,IL,RENT,6000,12/24/2002,14,31,9317,61.7,2,0,0,0,31,0,,,2 years,1,36,660-664,10Q1,36,0010-04-01,0,6400,wedding
486113,1,13.85,2/23/2010,12.7,OR,RENT,8333.33,3/24/2003,5,9,36174,78,0,0,0,0,999,0,,Santa Clara University,10+ years,1,36,685-689,10Q1,36,0010-04-01,0,14400,credit_card
486131,1,14.96,2/18/2010,15.27,MA,RENT,3640,12/10/1999,10,12,5472,97.7,0,0,0,0,999,1,,,5 years,1,36,665-669,10Q1,36,0010-04-01,0,2000,debt_consolidation
486142,1,10.25,2/22/2010,3.52,SC,MORTGAGE,5083.33,9/30/2001,6,8,639,2.7,3,0,0,0,999,0,,,3 years,1,36,750-754,10Q1,36,0010-04-01,0,7500,small_business
486163,1,10.25,3/4/2010,14.99,FL,RENT,2041.67,6/7/2000,6,17,8696,54.3,0,0,0,0,999,0,,,3 years,1,36,720-724,10Q1,36,0010-04-01,0,10000,debt_consolidation
486172,1,9.88,2/23/2010,9.55,NJ,OWN,8333.33,11/29/2001,10,24,18096,68.3,0,0,0,0,999,0,,,4 years,1,36,725-729,10Q1,36,0010-04-01,0,10000,credit_card
486202,1,13.85,2/22/2010,3.08,PA,OWN,5000,12/3/2006,3,8,2823,65.7,3,0,0,0,999,0,,,5 years,1,36,705-709,10Q1,36,0010-04-01,1,1200,
486245,1,10.62,2/24/2010,15,PA,OWN,4288,2/23/2003,9,16,5553,32.1,2,0,0,0,36,0,,,3 years,1,36,710-714,10Q1,36,0010-04-01,0,8000,
486271,1,18.3,4/13/2010,15.73,NY,RENT,10083.33,7/11/1976,26,40,32785,75.6,0,0,0,0,69,1,69,,10+ years,1,36,685-689,10Q2,36,0010-05-01,1,18000,debt_consolidation
486305,1,10.62,2/28/2010,15.18,IL,OWN,4166.67,11/24/1961,14,31,31725,32.8,0,0,0,0,999,0,,,n/a,1,36,735-739,10Q1,36,0010-04-01,0,21000,credit_card
486325,1,12.73,2/24/2010,23.96,CA,RENT,5400,11/8/1971,12,22,14441,87,0,0,0,0,999,0,,,1 year,1,36,695-699,10Q1,36,0010-04-01,0,7000,debt_consolidation
486329,1,10.99,2/28/2010,12.13,OR,MORTGAGE,5695,5/6/1995,7,26,19596,43.8,0,0,0,0,999,0,,"San Diego State University School of Business,San Diego City College",9 years,1,36,735-739,10Q1,36,0010-04-01,0,25000,debt_consolidation
486355,1,13.11,3/17/2010,17.34,IL,MORTGAGE,3640,10/3/1998,6,31,11332,90.7,1,0,0,0,999,0,,,< 1 year,1,36,710-714,10Q1,36,0010-04-01,0,15000,debt_consolidation
486362,1,12.73,2/28/2010,18.85,AL,MORTGAGE,6084,5/17/1993,12,29,31992,75.5,0,0,0,0,999,0,,"Embry Riddle Aeronautical University-Extended Campus,Nashville Auto Diesel College Inc",2 years,1,36,705-709,10Q1,36,0010-04-01,0,14000,debt_consolidation
486377,1,10.99,2/19/2010,7.76,FL,MORTGAGE,2500,5/25/1997,9,23,1967,18.2,0,0,0,1,17,0,,,3 years,1,36,685-689,10Q1,36,0010-04-01,0,1750,major_purchase
486414,1,13.11,2/19/2010,9.8,CA,RENT,2500,9/1/2006,10,11,1702,24.3,0,0,0,0,999,0,,,4 years,1,36,695-699,10Q1,36,0010-04-01,0,1400,credit_card
486422,1,15.7,3/19/2010,9.29,MA,MORTGAGE,5750,6/28/2002,8,27,22217,78.8,0,0,0,0,32,0,,,4 years,1,36,670-674,10Q1,36,0010-04-01,0,16000,debt_consolidation
486429,1,10.25,2/28/2010,7.36,CA,RENT,6750,10/8/1976,7,19,1386,9,1,0,0,0,999,0,,,5 years,1,36,795-799,10Q1,36,0010-04-01,0,7500,
486435,1,14.59,2/28/2010,16.63,VA,RENT,8916.67,9/17/1998,8,35,9431,87.3,2,0,0,0,999,0,,,< 1 year,1,36,685-689,10Q1,36,0010-04-01,0,20000,debt_consolidation
486440,1,10.62,2/22/2010,5.76,MO,RENT,2291.67,3/10/2000,6,18,4423,40.2,1,0,0,0,47,0,,,n/a,1,36,705-709,10Q1,36,0010-04-01,0,4000,credit_card
486441,1,15.33,4/27/2010,23.46,NJ,RENT,5417,3/8/2001,7,37,13147,99.6,3,0,0,0,999,0,,,3 years,1,36,715-719,10Q2,36,0010-06-01,0,20000,debt_consolidation
486459,1,16.07,2/23/2010,23.07,NY,RENT,2650,1/19/2006,4,8,9640,87.6,0,0,0,0,999,0,,,2 years,1,36,670-674,10Q1,36,0010-04-01,1,8500,debt_consolidation
486462,1,14.96,2/28/2010,12.58,LA,MORTGAGE,21666.67,9/6/1983,12,31,38910,93.3,2,0,0,0,51,0,,,10+ years,1,36,685-689,10Q1,36,0010-04-01,0,20000,debt_consolidation
486464,1,12.61,11/5/2010,3.5,PA,RENT,3000,11/17/2000,2,5,1431,71.5,1,0,0,0,999,0,,,1 year,1,60,715-719,10Q4,60,0010-12-01,0,10000,major_purchase
486476,1,9.88,2/24/2010,14.44,NY,RENT,8603.42,6/11/1994,8,30,18111,69.1,0,0,0,0,37,0,,King College,2 years,1,36,725-729,10Q1,36,0010-04-01,0,10000,debt_consolidation
486517,1,15.33,2/22/2010,19.23,CA,RENT,6969,12/12/1993,5,17,18533,90.4,0,0,0,0,999,0,,,10+ years,1,36,675-679,10Q1,36,0010-04-01,0,10000,credit_card
486538,1,9.88,2/22/2010,2.47,PA,RENT,4333.33,8/9/2003,12,17,3187,37.1,0,0,0,0,41,0,,,3 years,1,36,715-719,10Q1,36,0010-04-01,0,4000,credit_card
486551,1,13.11,2/22/2010,24.52,CA,RENT,14166.67,8/8/2000,15,61,11011,88.1,2,0,0,0,999,0,,,5 years,1,36,685-689,10Q1,36,0010-04-01,0,6300,debt_consolidation
486576,1,15.33,2/25/2010,8.87,VA,RENT,3878.41,5/30/2002,6,15,13222,91.8,1,0,0,0,999,1,,Community and Technical College of Shepherd,5 years,1,36,675-679,10Q1,36,0010-04-01,0,13000,debt_consolidation
486603,1,12.73,3/3/2010,10.62,NM,MORTGAGE,7250,7/20/1998,8,21,19002,53.1,0,0,0,0,999,0,,,9 years,1,36,710-714,10Q1,36,0010-04-01,0,25000,debt_consolidation
486607,1,11.36,2/28/2010,17.82,MI,MORTGAGE,6000,2/28/1985,10,34,21367,77.1,1,0,0,0,999,0,,"Mesa Community College,University of Notre Dame",10+ years,1,36,710-714,10Q1,36,0010-04-01,1,15000,small_business
486632,1,9.88,3/11/2010,17.46,TX,MORTGAGE,5000,8/31/1999,14,27,12841,55.4,0,0,0,0,999,0,,,4 years,1,36,730-734,10Q1,36,0010-04-01,0,10000,debt_consolidation
486651,1,15.7,2/23/2010,9,SC,OWN,2500,4/9/2006,7,11,7130,55.3,1,0,0,0,999,0,,,4 years,1,36,670-674,10Q1,36,0010-04-01,0,8000,
486652,1,12.73,2/22/2010,14.78,CA,MORTGAGE,4640,8/14/1999,13,49,14360,48.2,1,0,0,0,999,0,,,7 years,1,36,675-679,10Q1,36,0010-04-01,0,4000,debt_consolidation
486653,1,15.7,2/28/2010,16.26,CA,RENT,5000,6/12/1988,4,38,2276,73.4,0,0,0,0,40,0,,,10+ years,1,36,670-674,10Q1,36,0010-04-01,0,5000,debt_consolidation
486669,1,9.88,2/22/2010,11.28,FL,RENT,4333.33,10/27/2002,7,18,16062,57.4,1,0,0,0,999,0,,Ohio University,3 years,1,36,720-724,10Q1,36,0010-04-01,0,4800,major_purchase
486673,1,14.59,2/23/2010,1.86,NY,RENT,6250,10/6/2006,5,5,4372,48,0,0,0,0,999,0,,,< 1 year,1,36,705-709,10Q1,36,0010-04-01,0,5800,car
486703,1,14.59,3/3/2010,15.98,NY,RENT,3166.67,8/23/2003,12,21,1446,13.5,1,0,0,1,16,0,,,4 years,1,36,680-684,10Q1,36,0010-04-01,0,20000,debt_consolidation
486706,1,12.73,2/23/2010,21.23,CA,RENT,1916.67,7/29/2002,16,19,6867,41.6,0,0,0,0,34,0,,,8 years,1,36,685-689,10Q1,36,0010-04-01,0,6250,debt_consolidation
486744,1,10.62,2/22/2010,8.91,VA,OWN,2916.67,6/16/1993,15,31,12509,37.1,2,0,0,1,13,0,,,10+ years,1,36,690-694,10Q1,36,0010-04-01,0,3000,
486765,1,10.62,2/28/2010,6.26,NY,RENT,5000,6/4/2001,12,23,14373,88.2,0,0,0,0,999,0,,,4 years,1,36,725-729,10Q1,36,0010-04-01,0,14400,small_business
486785,1,9.88,2/28/2010,15.93,CT,MORTGAGE,7583.33,9/9/1994,12,30,8226,18.1,0,0,0,0,999,0,,,6 years,1,36,760-764,10Q1,36,0010-04-01,0,15000,debt_consolidation
486787,1,14.22,2/22/2010,14.91,FL,MORTGAGE,20833.33,1/6/1996,23,55,8847,36.9,1,0,0,0,36,0,,,2 years,1,36,675-679,10Q1,36,0010-04-01,0,4000,major_purchase
486817,1,9.88,2/28/2010,17.67,TX,MORTGAGE,5516.67,9/2/2001,9,24,10033,21.7,1,0,0,0,999,0,,,5 years,1,36,735-739,10Q1,36,0010-04-01,0,13750,debt_consolidation
486818,1,12.73,2/24/2010,15.76,WA,MORTGAGE,5083.33,7/7/1995,8,24,8076,79.2,1,0,0,0,47,0,,,< 1 year,1,36,680-684,10Q1,36,0010-04-01,0,5000,
486831,1,10.25,2/22/2010,15.64,CA,RENT,5000,10/22/2003,6,14,14636,71.4,0,0,0,0,999,0,,University of California-San Diego (UCSD),1 year,1,36,700-704,10Q1,36,0010-04-01,0,3000,credit_card
486838,1,11.36,2/23/2010,14.83,TX,RENT,5166.67,11/1/2001,4,11,0,26.32,0,0,0,0,34,0,,,3 years,1,36,705-709,10Q1,36,0010-04-01,0,7500,debt_consolidation
486839,1,11.36,3/12/2010,4.88,FL,MORTGAGE,7400,10/14/1993,6,14,2728,37.4,2,0,0,0,46,0,,,10+ years,1,36,700-704,10Q1,36,0010-04-01,0,10000,home_improvement
486846,1,13.85,4/15/2010,19.23,MD,RENT,11083.33,11/1/1994,9,29,19130,97.6,0,0,0,0,54,0,,,3 years,1,36,695-699,10Q2,36,0010-05-01,0,9000,credit_card
486867,1,10.99,2/28/2010,10.75,MO,RENT,6000,8/5/1990,7,13,2561,17.3,0,0,0,0,39,0,,,4 years,1,36,720-724,10Q1,36,0010-04-01,0,15000,debt_consolidation
486869,1,10.25,3/3/2010,7.66,CA,MORTGAGE,12500,5/28/1991,9,30,8315,23.7,0,0,0,0,999,0,,,10+ years,1,36,785-789,10Q1,36,0010-04-01,0,25000,debt_consolidation
486882,1,13.11,2/22/2010,18.99,WA,MORTGAGE,3459,2/7/1989,9,19,6281,62.8,3,0,0,0,78,0,,,10+ years,1,36,670-674,10Q1,36,0010-04-01,0,1600,debt_consolidation
486892,1,10.25,2/28/2010,18.38,CA,RENT,3041.67,11/6/2000,9,14,12849,45.6,0,0,0,0,999,0,,,4 years,1,36,730-734,10Q1,36,0010-04-01,0,12500,credit_card
486897,1,10.25,3/5/2010,19.12,CA,RENT,3336.67,8/13/2005,8,13,10625,65.6,0,0,0,0,999,0,,,3 years,1,36,715-719,10Q1,36,0010-04-01,0,5000,
486906,1,11.36,2/28/2010,13.18,FL,MORTGAGE,4000,9/27/1985,10,21,12844,54,1,0,0,0,999,1,,,3 years,1,36,700-704,10Q1,36,0010-04-01,0,12000,debt_consolidation
486910,1,13.11,2/28/2010,11.31,WI,RENT,3333.33,12/9/1994,8,17,12942,67.1,0,0,0,0,999,0,,,9 years,1,36,695-699,10Q1,36,0010-04-01,0,14000,credit_card
486916,1,10.25,3/3/2010,17.15,OH,MORTGAGE,5148.42,3/22/1981,10,31,23065,51.1,4,0,0,0,999,0,,,6 years,1,36,760-764,10Q1,36,0010-04-01,0,17800,credit_card
486940,1,14.59,3/26/2010,19.77,CA,RENT,4000,12/19/1992,6,10,22370,58.9,0,0,0,0,76,0,,,4 years,1,36,680-684,10Q1,36,0010-04-01,0,20500,debt_consolidation
486971,1,12.73,2/28/2010,4.41,CO,MORTGAGE,6166.67,8/15/1999,12,18,12585,38.8,1,0,0,0,43,0,,,1 year,1,36,710-714,10Q1,36,0010-04-01,0,16000,debt_consolidation
486977,1,14.59,3/3/2010,18.15,MA,MORTGAGE,8083.33,10/26/1991,18,49,22542,41.7,1,0,0,1,22,0,,,10+ years,1,36,705-709,10Q1,36,0010-04-01,0,25000,debt_consolidation
486980,1,13.11,2/28/2010,14.4,LA,OWN,2166.67,4/25/1998,3,7,16738,90.3,1,0,0,0,999,0,,,4 years,1,36,745-749,10Q1,36,0010-04-01,0,13750,major_purchase
486989,1,12.73,3/2/2010,22.75,NY,OWN,5512.5,11/13/1999,12,36,26146,76.2,0,0,0,0,999,0,,,10+ years,1,36,705-709,10Q1,36,0010-04-01,0,17000,debt_consolidation
486993,1,9.88,2/28/2010,19.39,NY,RENT,4555,3/26/1975,12,20,18667,20.3,1,0,0,0,999,0,,,6 years,1,36,760-764,10Q1,36,0010-04-01,0,17000,debt_consolidation
